access,area,bridge,coords,created_by,gid,highway,junction,lanes,lanes:backward,lanes:forward,length,maxspeed,motor_vehicle,motorcar,name,name_1,oneway,ramp,ref,service,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_base_1,tiger:name_base_2,tiger:name_base_3,tiger:name_direction_prefix,tiger:name_direction_prefix_1,tiger:name_direction_suffix,tiger:name_direction_suffix_1,tiger:name_type_2,tiger:name_type_3,tiger:reviewed,tiger:source,tiger:upload_uuid,tiger:zip_left,tiger:zip_left_1,tiger:zip_left_2,tiger:zip_left_3,tiger:zip_left_4,tiger:zip_right,tiger:zip_right_1,tiger:zip_right_2,tiger:zip_right_3,tiger:zip_right_4,toll,tunnel,turn:lanes,turn:lanes:backward,turn:lanes:forward,width
,,,"[[-79.954573,38.984179],[-79.954694,38.984253],[-79.955423,38.984706],[-79.955758,38.985093],[-79.956118,38.985366],[-79.956693,38.986053],[-79.956685,38.986447],[-79.956539,38.986727],[-79.956273,38.987161],[-79.956101,38.987401],[-79.956135,38.987681],[-79.956316,38.988041],[-79.956487,38.988262],[-79.956685,38.988495],[-79.957037,38.988662]]",,10296754,residential,,,,,,,,,Cty Rt 52/2,Trinity Road,,,,,A41,"Barbour, WV",Cty Rt 52/2,Trinity,County Route 52/2,Junior,,,,,,,yes,,,,,,,,,,,,,,,,,,
,,,"[[-79.957037,38.988662],[-79.957082,38.988791]]",,10310157,residential,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"[[-79.951408,38.980310],[-79.951889,38.979970],[-79.952790,38.979349],[-79.953125,38.979096],[-79.953416,38.978889],[-79.953614,38.978735],[-79.953854,38.978602],[-79.954060,38.978428],[-79.954077,38.978348],[-79.953940,38.978175],[-79.953760,38.978041]]",,10327922,residential,,,,,,,,,Center Avenue,,,,,,,"Barbour, WV",Center,Central,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
,,,"[[-79.950781,38.979703],[-79.951080,38.979955],[-79.951408,38.980310],[-79.951432,38.980329],[-79.951774,38.980630],[-79.951904,38.980763]]",,10327951,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,yes,"[[-79.950249,38.979263],[-79.950781,38.979703]]",Potlatch alpha,10327955,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"[[-80.019472,38.968926],[-80.019575,38.968993],[-80.019738,38.969167],[-80.019901,38.969253],[-80.020124,38.969354],[-80.020287,38.969514],[-80.020519,38.969714],[-80.020650,38.969775]]",,10330173,unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"[[-77.874917,39.548467],[-77.875146,39.548572],[-77.875458,39.548603],[-77.879022,39.550384],[-77.882396,39.551957],[-77.882825,39.551931],[-77.883148,39.552083],[-77.884316,39.552773],[-77.885203,39.553424],[-77.885976,39.554244],[-77.886543,39.555589],[-77.886620,39.556645],[-77.886312,39.557524],[-77.885989,39.557962],[-77.886026,39.558081],[-77.885891,39.558210],[-77.885404,39.558542],[-77.885000,39.558881],[-77.884627,39.559116],[-77.883911,39.559384],[-77.883133,39.559724],[-77.882500,39.559943],[-77.881732,39.560187],[-77.881119,39.560365],[-77.880611,39.560536]]",,11553038,residential,,,,,,,,,,,,,,,A41,"Washington, MD",,,,,,,,,,,no,tiger_import_dch_v0.6_20070813,bulk_upload.pl-8ac8a608-2b72-4d97-a38f-447664eeaa12,,,,,,,,,,,,,,,,
,,,"[[-78.128194,39.691480],[-78.128473,39.691371],[-78.128587,39.691334],[-78.128712,39.691300],[-78.128859,39.691275],[-78.129042,39.691264],[-78.129215,39.691269],[-78.129412,39.691286],[-78.133011,39.691836],[-78.133607,39.691921],[-78.134720,39.692054]]",,11554942,motorway_link,,1.0,,,,,,,,,yes,,,,A63,"Washington, MD",,,,,,,,,,,,tiger_import_dch_v0.6_20070813,bulk_upload.pl-8ac8a608-2b72-4d97-a38f-447664eeaa12,,,,,,,,,,,,,,,,
,,,"[[-78.114593,39.687725],[-78.114323,39.688158],[-78.114184,39.688397],[-78.114058,39.688668],[-78.113905,39.689030],[-78.113831,39.689240],[-78.113797,39.689412],[-78.113804,39.689587],[-78.113840,39.689793],[-78.113914,39.689994],[-78.114087,39.690329],[-78.114137,39.690457],[-78.114153,39.690577],[-78.114110,39.690688],[-78.114033,39.690775],[-78.113815,39.691005],[-78.113767,39.691110],[-78.113752,39.691197],[-78.113769,39.691292],[-78.113843,39.691422],[-78.114161,39.691774],[-78.114276,39.691945],[-78.114346,39.692107],[-78.114400,39.692281],[-78.114416,39.692453],[-78.114412,39.692667],[-78.114371,39.692897],[-78.114296,39.693147],[-78.114177,39.693419],[-78.113698,39.694334],[-78.112872,39.696269],[-78.112675,39.696659],[-78.112415,39.697145],[-78.112164,39.697601],[-78.112011,39.697841],[-78.111743,39.698202],[-78.111353,39.698806],[-78.110950,39.699380],[-78.110596,39.699853],[-78.110435,39.700018],[-78.110270,39.700145],[-78.110026,39.700285],[-78.109643,39.700480],[-78.109266,39.700637],[-78.108905,39.700752],[-78.108420,39.700889],[-78.108201,39.700965],[-78.108008,39.701043],[-78.107797,39.701166],[-78.107583,39.701294],[-78.107403,39.701446],[-78.107264,39.701594],[-78.107146,39.701774],[-78.106994,39.702035],[-78.106920,39.702196],[-78.106896,39.702349],[-78.106927,39.702497],[-78.107023,39.702674],[-78.107529,39.703449],[-78.107634,39.703663],[-78.107689,39.703841],[-78.107717,39.704022],[-78.107705,39.704172],[-78.107670,39.704353],[-78.107508,39.704820],[-78.107474,39.704896],[-78.107419,39.704961],[-78.107324,39.705010],[-78.107217,39.705037],[-78.107069,39.705055],[-78.106451,39.705057],[-78.106301,39.705068],[-78.106193,39.705098],[-78.106110,39.705148],[-78.106057,39.705228],[-78.106022,39.705315],[-78.106008,39.705487],[-78.106014,39.705977],[-78.106075,39.706978],[-78.106078,39.707353],[-78.106057,39.707631],[-78.105956,39.708414],[-78.105924,39.708504],[-78.105873,39.708579],[-78.105788,39.708626],[-78.105682,39.708663],[-78.105287,39.708759],[-78.104848,39.708890],[-78.103829,39.709226],[-78.103597,39.709317],[-78.103385,39.709413],[-78.103109,39.709570],[-78.102685,39.709838],[-78.102151,39.710159],[-78.101624,39.710470],[-78.101517,39.710513],[-78.101381,39.710567],[-78.101200,39.710615],[-78.101048,39.710634],[-78.100879,39.710641],[-78.100349,39.710587],[-78.100168,39.710580],[-78.099957,39.710582],[-78.099767,39.710599],[-78.099552,39.710637],[-78.099398,39.710653],[-78.099265,39.710644],[-78.099124,39.710625],[-78.098599,39.710479],[-78.098129,39.710331],[-78.097140,39.710056],[-78.096836,39.709982],[-78.096566,39.709932],[-78.096311,39.709914],[-78.096061,39.709919],[-78.095849,39.709945],[-78.095641,39.709988],[-78.095131,39.710144],[-78.094893,39.710207],[-78.094754,39.710227],[-78.094567,39.710237],[-78.093847,39.710225],[-78.093484,39.710228],[-78.092790,39.710250],[-78.092499,39.710272],[-78.092242,39.710304],[-78.091971,39.710366],[-78.091756,39.710439],[-78.091157,39.710680],[-78.090807,39.710817],[-78.090127,39.711061],[-78.089829,39.711190],[-78.089519,39.711350],[-78.088975,39.711706],[-78.088766,39.711810],[-78.088538,39.711916],[-78.087649,39.712284]]",,11556041,tertiary,,,,,,,,,Maple Ridge,,,,,,A41,"Washington, MD",Maple Ridge,,,,,,,,,,position,,,21750,,,,,21750,,,,,,,,,,
,,,"[[-78.180436,39.699133],[-78.180224,39.700157],[-78.180124,39.700642],[-78.180054,39.700996],[-78.180044,39.701090],[-78.180054,39.701187],[-78.180114,39.701711],[-78.180252,39.702920],[-78.180297,39.703023],[-78.180317,39.703127],[-78.180311,39.703275],[-78.180015,39.704447],[-78.180598,39.704569]]",,11556054,residential,,,,,,,,,Fulton Street,,,,,,A41,"Washington, MD",Fulton,,,,,,,,,,position,tiger_import_dch_v0.6_20070813,bulk_upload.pl-8ac8a608-2b72-4d97-a38f-447664eeaa12,21750,,,,,21750,,,,,,,,,,
,,,"[[-77.787105,39.475466],[-77.787305,39.475654],[-77.787705,39.476034],[-77.787768,39.476356],[-77.787595,39.477517],[-77.787669,39.478438],[-77.787665,39.478760],[-77.787429,39.479011],[-77.786868,39.479354],[-77.786868,39.479880],[-77.787224,39.480363],[-77.788622,39.480984],[-77.788887,39.481102],[-77.789118,39.480983],[-77.789465,39.480711]]",,11556075,residential,,,,,,,,,Potomac Drive,,,,,,A41,"Washington, MD",Potomac,,,,,,,,,,no,,,21782,,,,,21782,,,,,,,,,,
,,,"[[-77.761560,39.491511],[-77.761598,39.491590],[-77.761713,39.491751],[-77.761896,39.491932],[-77.762128,39.492154],[-77.762127,39.492932],[-77.761891,39.493412],[-77.761883,39.493514],[-77.761861,39.493778],[-77.761982,39.494027],[-77.762151,39.494103],[-77.762322,39.494150],[-77.762546,39.494198],[-77.762731,39.494219],[-77.762953,39.494222],[-77.763059,39.494247],[-77.763151,39.494271],[-77.763194,39.494299],[-77.763232,39.494334],[-77.763265,39.494381],[-77.763290,39.494500],[-77.763316,39.494680],[-77.763385,39.494994],[-77.763459,39.495220],[-77.763550,39.495487],[-77.763661,39.495795],[-77.763773,39.496063],[-77.763928,39.496352],[-77.764057,39.496569],[-77.764203,39.496749],[-77.764359,39.496898],[-77.764518,39.497057],[-77.764705,39.497259],[-77.764960,39.497520],[-77.765231,39.497777],[-77.765491,39.498024],[-77.765744,39.498262],[-77.766056,39.498495],[-77.766320,39.498700],[-77.766814,39.499080],[-77.766969,39.499240]]",,11556141,unclassified,,,,,,,,,Bowie Road,,,,,,A41,"Washington, MD",Bowie,,,,,,,,,,no,tiger_import_dch_v0.6_20070813,bulk_upload.pl-8ac8a608-2b72-4d97-a38f-447664eeaa12,21782,,,,,21782,,,,,,,,,,
,,,"[[-78.121597,39.689057],[-78.121351,39.689582],[-78.121206,39.689972],[-78.121097,39.690243],[-78.121074,39.690367],[-78.121100,39.690458],[-78.121153,39.690557],[-78.121235,39.690638],[-78.121309,39.690695],[-78.121406,39.690719],[-78.121566,39.690728],[-78.121695,39.690763],[-78.121749,39.690822],[-78.121769,39.690870],[-78.121769,39.690932],[-78.121739,39.691068]]",,11556206,unclassified,,,,,,,,,Vantz Street,,,,,,A41,"Washington, MD",Vantz,,,,,,,,,,position,,,21750,,,,,21750,,,,,,,,,,
,,,"[[-78.252085,39.647091],[-78.251757,39.647200],[-78.251555,39.647255],[-78.251320,39.647299],[-78.250947,39.647350],[-78.250635,39.647404],[-78.249137,39.647657],[-78.248846,39.647716],[-78.248673,39.647779],[-78.248392,39.647949],[-78.247955,39.648272],[-78.247467,39.648557],[-78.246819,39.648917],[-78.246498,39.649089],[-78.246161,39.649234],[-78.245820,39.649340],[-78.245454,39.649444],[-78.245173,39.649568],[-78.244903,39.649736],[-78.244726,39.649895],[-78.244542,39.650067],[-78.244302,39.650226],[-78.244141,39.650372],[-78.244022,39.650507],[-78.243959,39.650656],[-78.243937,39.650716],[-78.243904,39.650766],[-78.243847,39.650812],[-78.243637,39.650965],[-78.243398,39.651114],[-78.243221,39.651233],[-78.242980,39.651427],[-78.242856,39.651557],[-78.242847,39.651639],[-78.242889,39.651688],[-78.242952,39.651728],[-78.243173,39.651834],[-78.243259,39.651917],[-78.243320,39.652008],[-78.243402,39.652280],[-78.243469,39.652404],[-78.243567,39.652483],[-78.243752,39.652608],[-78.243927,39.652698],[-78.244008,39.652753],[-78.244067,39.652806],[-78.244094,39.652886],[-78.244109,39.653010],[-78.244155,39.653234],[-78.244210,39.653354],[-78.244275,39.653432],[-78.244417,39.653588],[-78.244753,39.653920],[-78.244997,39.654144],[-78.245152,39.654253],[-78.245417,39.654394],[-78.245677,39.654520],[-78.245881,39.654601],[-78.246156,39.654716],[-78.246331,39.654842],[-78.246531,39.655037]]",,11556263,unclassified,,,,,,,,,Seavolt Road,,,,,,A41,"Washington, MD",Seavolt,,,,,,,,,,position,tiger_import_dch_v0.6_20070813,bulk_upload.pl-8ac8a608-2b72-4d97-a38f-447664eeaa12,,,,,,,,,,,,,,,,
,,,"[[-77.697925,39.328831],[-77.698083,39.328706],[-77.698230,39.328620],[-77.698411,39.328501],[-77.698647,39.328347],[-77.698862,39.328181],[-77.699046,39.328008],[-77.699248,39.327810],[-77.699759,39.327309],[-77.700060,39.327002],[-77.700260,39.326815],[-77.700440,39.326672],[-77.700651,39.326551],[-77.700874,39.326482],[-77.701072,39.326443],[-77.701411,39.326420],[-77.702874,39.326395],[-77.703370,39.326387],[-77.703586,39.326401],[-77.703949,39.326443],[-77.704393,39.326524],[-77.704664,39.326554],[-77.704984,39.326559],[-77.705121,39.326546],[-77.705221,39.326510],[-77.705336,39.326443],[-77.705478,39.326350],[-77.705623,39.326290],[-77.705798,39.326249],[-77.706057,39.326218],[-77.706884,39.326177],[-77.707883,39.326168],[-77.708570,39.326160],[-77.708908,39.326148],[-77.709244,39.326120],[-77.710214,39.326006],[-77.711129,39.325888],[-77.711960,39.325758],[-77.712586,39.325644],[-77.713243,39.325502],[-77.715831,39.324906],[-77.716260,39.324808]]",,11556351,secondary,,,,,,,,,Sandy Hook Road,,,,,,A41,"Washington, MD",Sandy Hook,,,,,,,,,,,,,21758,,,,,21758,,,,,,,,,,
,,,"[[-77.860230,39.544906],[-77.860340,39.542216],[-77.859523,39.541811],[-77.860340,39.540956],[-77.861799,39.540056],[-77.862325,39.538976]]",,11556453,residential,,,,,,,,,Winding Way,,,,,,A41,"Washington, MD",Winding,,,,,,,,,,no,tiger_import_dch_v0.6_20070813,bulk_upload.pl-8ac8a608-2b72-4d97-a38f-447664eeaa12,21795,,,,,,,,,,,,,,,
,,,"[[-78.182170,39.698346],[-78.182010,39.698315],[-78.181820,39.698296],[-78.181417,39.698270],[-78.181054,39.698254],[-78.180642,39.698240],[-78.180317,39.698224],[-78.180179,39.698218],[-78.180055,39.698211],[-78.179943,39.698219],[-78.179638,39.698238],[-78.179305,39.698244],[-78.178994,39.698239],[-78.178482,39.698207],[-78.178318,39.698207]]",,11556555,unclassified,,,,,,,,,Canal Street,,,,,,A41,"Washington, MD",Canal,,,,,,,,,,position,tiger_import_dch_v0.6_20070813,bulk_upload.pl-8ac8a608-2b72-4d97-a38f-447664eeaa12,,,,,,,,,,,,,,,,
,,,"[[-77.833033,39.536026],[-77.829827,39.535849]]",,11556621,residential,,,,,,,,,Mobile Road,,,,,,A41,"Washington, MD",Mobile,,,,,,,,,,no,,,21795,,,,,21795,,,,,,,,,,
,,,"[[-77.728030,39.385473],[-77.728265,39.385551],[-77.728443,39.385615],[-77.728587,39.385677],[-77.729043,39.385952],[-77.729290,39.386116],[-77.729578,39.386308],[-77.729818,39.386491],[-77.729978,39.386634],[-77.730145,39.386822],[-77.730293,39.387022],[-77.730386,39.387102],[-77.730475,39.387154],[-77.730582,39.387180],[-77.730740,39.387189],[-77.731021,39.387206],[-77.731535,39.387260],[-77.731726,39.387290],[-77.731847,39.387317],[-77.731946,39.387351],[-77.732052,39.387420],[-77.732105,39.387470],[-77.732143,39.387547],[-77.732146,39.387616],[-77.732146,39.387683],[-77.732096,39.387944],[-77.731999,39.388447],[-77.731927,39.388899],[-77.731816,39.389404],[-77.731670,39.389974],[-77.731545,39.390485],[-77.731405,39.390790],[-77.731251,39.391115],[-77.731232,39.391176],[-77.730728,39.391987],[-77.730604,39.392188],[-77.730541,39.392324],[-77.730503,39.392530],[-77.730515,39.392760],[-77.730577,39.393058],[-77.730605,39.393345],[-77.730685,39.393748],[-77.730720,39.394003],[-77.730721,39.394179],[-77.730657,39.394328],[-77.730592,39.394453],[-77.730570,39.394599],[-77.730577,39.394719],[-77.730619,39.394870],[-77.730652,39.394983],[-77.730724,39.395089],[-77.730796,39.395142],[-77.730887,39.395183],[-77.731004,39.395218],[-77.731428,39.395303],[-77.731795,39.395364],[-77.732177,39.395425],[-77.732559,39.395485],[-77.732831,39.395530],[-77.732968,39.395564],[-77.733069,39.395603],[-77.733145,39.395642],[-77.733227,39.395720],[-77.733304,39.395811],[-77.733366,39.395905],[-77.733461,39.396111],[-77.733797,39.396779],[-77.734068,39.397323],[-77.734225,39.397691],[-77.734309,39.397988],[-77.734354,39.398217],[-77.734339,39.398392],[-77.734359,39.398472],[-77.734373,39.398615],[-77.734437,39.398747],[-77.734516,39.398915],[-77.734570,39.399043],[-77.734593,39.399184],[-77.734638,39.399487],[-77.734691,39.399894],[-77.734712,39.400162],[-77.734727,39.400385],[-77.734677,39.400581],[-77.734643,39.400731],[-77.734640,39.400836],[-77.734655,39.400921],[-77.734699,39.401011],[-77.734806,39.401108],[-77.735011,39.401232],[-77.735206,39.401351],[-77.735317,39.401433],[-77.735415,39.401531],[-77.735489,39.401624],[-77.735595,39.401765],[-77.735725,39.401988],[-77.735863,39.402199],[-77.735954,39.402375],[-77.736056,39.402591],[-77.736211,39.402936],[-77.736401,39.403191],[-77.736554,39.403388],[-77.736664,39.403511],[-77.736785,39.403691],[-77.736919,39.403885],[-77.737039,39.404051],[-77.737245,39.404268],[-77.737370,39.404475],[-77.737619,39.404833],[-77.737835,39.405107],[-77.738069,39.405358],[-77.738420,39.405757],[-77.738821,39.406231],[-77.739128,39.406602],[-77.739408,39.407013],[-77.739632,39.407350],[-77.739934,39.407803],[-77.740293,39.408329],[-77.740581,39.408778],[-77.740808,39.409197],[-77.740998,39.409591],[-77.741171,39.409997],[-77.741322,39.410398],[-77.741371,39.410625],[-77.741432,39.410898],[-77.741501,39.411162],[-77.741592,39.411369],[-77.741720,39.411649],[-77.741861,39.411906],[-77.741943,39.412111],[-77.742026,39.412342],[-77.742091,39.412584],[-77.742142,39.412816],[-77.742170,39.413050],[-77.742189,39.413302],[-77.742217,39.413631],[-77.742226,39.413951],[-77.742168,39.414170],[-77.742101,39.414419],[-77.742005,39.414680],[-77.741950,39.414895],[-77.741937,39.415075],[-77.741944,39.415272],[-77.741988,39.415484],[-77.742048,39.415766],[-77.742096,39.415975],[-77.742129,39.416151],[-77.742141,39.416282],[-77.742141,39.416382],[-77.742141,39.416446],[-77.742116,39.416495],[-77.742058,39.416538]]",,11556654,unclassified,,,,,,,,,Lime Kiln Road,,,,,,A41,"Washington, MD",Limekiln,,,,,,,,,,no,,,21782,,,,,21782,,,,,,,,,,
,,,"[[-77.762000,39.500025],[-77.763129,39.498584],[-77.763235,39.498448],[-77.763216,39.498326],[-77.762978,39.498104],[-77.762816,39.497952],[-77.762592,39.497618],[-77.762469,39.497553],[-77.761817,39.497305],[-77.761655,39.496870],[-77.761197,39.495644],[-77.761151,39.495231],[-77.761169,39.494714],[-77.761982,39.494027]]",,11556679,residential,,,,,,,,,Remsburg Road,,,,,,A41,"Washington, MD",Remsburg,,,,,,,,,,no,,,21782,,,,,21782,,,,,,,,,,
,,,"[[-77.730957,39.377092],[-77.732828,39.377543],[-77.733152,39.377634],[-77.733729,39.377745],[-77.733834,39.377753],[-77.733929,39.377745],[-77.734011,39.377723],[-77.734098,39.377679],[-77.734179,39.377608],[-77.734600,39.377197],[-77.734684,39.377128],[-77.734762,39.377083],[-77.734871,39.377043],[-77.735166,39.376964],[-77.735391,39.376900],[-77.735522,39.376836],[-77.735631,39.376758],[-77.735695,39.376671],[-77.735805,39.376463],[-77.735948,39.376191],[-77.736086,39.375961],[-77.736210,39.375779],[-77.736361,39.375601],[-77.736522,39.375440],[-77.736717,39.375272],[-77.736906,39.375092],[-77.737105,39.374892],[-77.737898,39.374013],[-77.738101,39.373753],[-77.738236,39.373501],[-77.738527,39.372894],[-77.738796,39.372397],[-77.738970,39.372094],[-77.739074,39.371766],[-77.739146,39.371412],[-77.739171,39.371015],[-77.739166,39.370572],[-77.739071,39.370210],[-77.738974,39.369967],[-77.738922,39.369695],[-77.738884,39.369343],[-77.738854,39.369019],[-77.738812,39.368806],[-77.738776,39.368582],[-77.738775,39.368302],[-77.738772,39.368009],[-77.738679,39.367725],[-77.738522,39.367371],[-77.738437,39.367262],[-77.738394,39.367172],[-77.738407,39.367080],[-77.738456,39.366979],[-77.738576,39.366875],[-77.738773,39.366710],[-77.738934,39.366547],[-77.739036,39.366413],[-77.739075,39.366256],[-77.739066,39.366101],[-77.739016,39.365930],[-77.738930,39.365731],[-77.738857,39.365539],[-77.738810,39.365345],[-77.738820,39.365173],[-77.738888,39.364943],[-77.738998,39.364743],[-77.739232,39.364504],[-77.739418,39.364240],[-77.739562,39.363896],[-77.739679,39.363591],[-77.739789,39.363247],[-77.739908,39.362662],[-77.739922,39.361653],[-77.739945,39.361039],[-77.739938,39.360217],[-77.739979,39.359291],[-77.739952,39.358645],[-77.739942,39.357995],[-77.739967,39.357595],[-77.740034,39.357073],[-77.740036,39.356677],[-77.740062,39.356319],[-77.740127,39.355977],[-77.740249,39.355624],[-77.740324,39.355337],[-77.740425,39.355022],[-77.740476,39.354770],[-77.740482,39.354631],[-77.740475,39.354564],[-77.740430,39.354508],[-77.740330,39.354462],[-77.740148,39.354412],[-77.739937,39.354365],[-77.739777,39.354319],[-77.739636,39.354242],[-77.739501,39.354138],[-77.739266,39.353942],[-77.739002,39.353672],[-77.738769,39.353453],[-77.738586,39.353307],[-77.738356,39.353144],[-77.738173,39.353006],[-77.737958,39.352846],[-77.737704,39.352661],[-77.737541,39.352501],[-77.737395,39.352398]]",,11556809,unclassified,,,,,,,,,Back Road,,,,,,A41,"Washington, MD",Back,,,,,,,,,,no,tiger_import_dch_v0.6_20070813,bulk_upload.pl-8ac8a608-2b72-4d97-a38f-447664eeaa12,21782,,,,,21782,,,,,,,,,,
,,,"[[-77.832843,39.537551],[-77.832807,39.537362],[-77.833033,39.536026],[-77.833287,39.534523],[-77.827562,39.534178]]",,11556867,residential,,,,,,,,,Galloway's Bluff Road,,,,,,A41,"Washington, MD",Galloway's Bluff,,,,,,,,,,no,,,21795,,,,,21795,,,,,,,,,,
,,,"[[-77.861104,39.630509],[-77.861152,39.630377],[-77.861220,39.630266],[-77.861320,39.630140],[-77.861520,39.629892],[-77.861688,39.629674],[-77.861877,39.629363],[-77.861990,39.629164],[-77.862051,39.629007],[-77.862103,39.628823],[-77.862137,39.628632],[-77.862181,39.628412],[-77.862236,39.628224],[-77.862446,39.627745],[-77.862839,39.626732],[-77.862943,39.626415],[-77.863077,39.625872],[-77.863139,39.625601],[-77.863331,39.624752],[-77.863430,39.624368],[-77.863492,39.624156],[-77.863607,39.623866],[-77.863753,39.623484],[-77.863912,39.623040],[-77.864063,39.622668],[-77.864611,39.621535],[-77.864691,39.621369],[-77.864783,39.621164],[-77.864830,39.621060],[-77.866242,39.617620],[-77.866334,39.617396],[-77.866697,39.616511],[-77.866731,39.616429],[-77.866986,39.615773],[-77.867060,39.615584],[-77.867083,39.615522],[-77.867097,39.615459],[-77.867078,39.615397],[-77.867015,39.615324],[-77.866895,39.615222],[-77.866718,39.615090],[-77.866607,39.614989],[-77.866523,39.614888],[-77.866464,39.614797],[-77.866165,39.614092],[-77.866084,39.613932],[-77.865977,39.613781],[-77.865558,39.613266],[-77.865446,39.613157],[-77.865328,39.613082],[-77.865176,39.613022],[-77.864998,39.612985],[-77.864818,39.612969],[-77.864614,39.612975],[-77.864189,39.613025],[-77.863921,39.613061],[-77.863480,39.613132],[-77.863213,39.613165],[-77.862970,39.613183],[-77.862577,39.613195],[-77.862352,39.613210],[-77.862125,39.613242],[-77.860836,39.613495],[-77.857826,39.614076],[-77.857280,39.614174],[-77.856889,39.614239],[-77.856590,39.614276],[-77.856223,39.614310],[-77.853992,39.614490],[-77.853016,39.614584],[-77.852412,39.614647],[-77.851993,39.614672],[-77.851809,39.614677],[-77.851562,39.614682],[-77.851340,39.614687],[-77.851084,39.614691],[-77.850816,39.614694],[-77.850441,39.614693],[-77.850108,39.614690],[-77.849786,39.614675],[-77.849486,39.614647],[-77.849018,39.614613],[-77.848053,39.614563],[-77.846956,39.614513],[-77.846540,39.614488],[-77.845766,39.614424],[-77.845503,39.614398],[-77.845246,39.614358],[-77.844969,39.614298],[-77.844757,39.614247],[-77.844570,39.614197],[-77.844366,39.614129],[-77.844178,39.614035],[-77.843974,39.613925],[-77.843558,39.613670],[-77.842716,39.613118],[-77.842312,39.612847],[-77.842073,39.612702],[-77.841805,39.612573],[-77.841441,39.612429],[-77.840405,39.612023],[-77.839379,39.611611],[-77.838350,39.611203],[-77.837337,39.610779],[-77.837102,39.610665],[-77.836808,39.610500],[-77.836624,39.610391],[-77.836444,39.610281],[-77.836296,39.610191],[-77.836011,39.609990],[-77.835286,39.609412],[-77.835060,39.609245],[-77.834821,39.609089],[-77.834621,39.608964],[-77.834460,39.608875],[-77.834256,39.608774],[-77.834028,39.608696],[-77.833831,39.608652],[-77.833518,39.608605],[-77.833305,39.608572],[-77.833036,39.608520],[-77.832779,39.608462],[-77.832443,39.608378],[-77.831610,39.608146],[-77.830427,39.607843],[-77.830158,39.607771],[-77.827657,39.607071],[-77.827325,39.606984],[-77.827072,39.606925],[-77.826802,39.606874],[-77.826558,39.606836],[-77.826322,39.606809],[-77.826011,39.606782],[-77.825495,39.606754]]",,11556959,tertiary,,,,,,,,,Bottom Road,,,,,,A41,"Washington, MD",Bottom,,,,,,,,,,position,,,,,,,,,,,,,,,,,,
,,,"[[-77.784198,39.477552],[-77.783763,39.478954],[-77.783746,39.479430],[-77.783809,39.480101],[-77.783732,39.480408],[-77.783501,39.480616],[-77.783327,39.480753],[-77.783259,39.480808],[-77.783067,39.481154],[-77.783055,39.481419],[-77.783051,39.481517],[-77.783188,39.482116],[-77.783267,39.482440],[-77.783345,39.482755],[-77.783648,39.483420],[-77.783751,39.483626]]",,11557056,residential,,,,,,,,,Lockhouse Drive,,,,,,A41,"Washington, MD",Lockhouse,,,,,,,,,,no,,,21782,,,,,21782,,,,,,,,,,
,,,"[[-78.155327,39.697830],[-78.153978,39.696847],[-78.153803,39.696719],[-78.153637,39.696580],[-78.153526,39.696453],[-78.153459,39.696318],[-78.153393,39.696184],[-78.153366,39.696034],[-78.153369,39.695895],[-78.153384,39.695775],[-78.153416,39.695658],[-78.153639,39.695183]]",,11557128,tertiary,,,,,,30 mph,,,Ford Drive,,,,,,A41,"Washington, MD",Ford,,,,,,,,,,position,,,21750,,,,,21750,,,,,,,,,,
,,,"[[-77.822781,39.531530],[-77.822291,39.531281],[-77.821969,39.531114],[-77.821562,39.530834]]",,11557148,unclassified,,,,,,,,,Briar Patch Lane,,,,,,A41,"Washington, MD",Briar Patch,,,,,,,,,,position,,,21795,,,,,,,,,,,,,,,
