access,area,bridge,coords,created_by,gid,highway,junction,lanes,lanes:backward,lanes:forward,length,maxspeed,motor_vehicle,motorcar,name,name_1,oneway,ramp,ref,service,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_base_1,tiger:name_base_2,tiger:name_base_3,tiger:name_direction_prefix,tiger:name_direction_prefix_1,tiger:name_direction_suffix,tiger:name_direction_suffix_1,tiger:name_type_2,tiger:name_type_3,tiger:reviewed,tiger:source,tiger:upload_uuid,tiger:zip_left,tiger:zip_left_1,tiger:zip_left_2,tiger:zip_left_3,tiger:zip_left_4,tiger:zip_right,tiger:zip_right_1,tiger:zip_right_2,tiger:zip_right_3,tiger:zip_right_4,toll,tunnel,turn:lanes,turn:lanes:backward,turn:lanes:forward,width
,,,"[[-80.513615,40.109899],[-80.513471,40.110313],[-80.513327,40.110697],[-80.513319,40.111299]]",,15020234,residential,,,,,,,,,,,,,,,A41,"Washington, PA",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.513192,40.109736],[-80.513115,40.109618],[-80.513577,40.109673],[-80.513805,40.109567],[-80.514189,40.109338],[-80.514047,40.108713],[-80.513940,40.108503],[-80.513592,40.108234],[-80.513291,40.108157],[-80.512655,40.108128],[-80.512338,40.108164],[-80.512120,40.108396],[-80.512230,40.108719],[-80.512450,40.109035],[-80.512761,40.109400],[-80.513192,40.109736],[-80.513481,40.109842],[-80.513615,40.109899]]",,15020241,residential,,,,,,,,,,,,,,,A41,"Washington, PA",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.511370,40.108469],[-80.511844,40.108474],[-80.512263,40.109013],[-80.512450,40.109035]]",,15020242,residential,,,,,,,,,,,,,,,A41,"Washington, PA",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.514447,40.292454],[-80.514191,40.292582],[-80.514127,40.292630],[-80.514095,40.292694],[-80.514079,40.292790],[-80.514047,40.292950],[-80.513983,40.293126],[-80.513855,40.293414],[-80.513599,40.293862],[-80.513455,40.294054],[-80.513295,40.294214],[-80.513151,40.294374],[-80.513055,40.294502],[-80.512959,40.294598]]",,15020443,residential,,,,,,,,,,,,,,,A41,"Washington, PA",,,,,,,,,,,no,tiger_import_dch_v0.6_20070829,bulk_upload.pl-9702d7df-b17a-458f-82a2-8f4e875412a9,,,,,,,,,,,,,,,,
,,,"[[-80.512111,40.119769],[-80.512660,40.120034]]",,15020618,residential,,,,,,,,,,,,,,,A41,"Washington, PA",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.518889,39.963810],[-80.519207,39.963381]]",,15020642,residential,,,,,,,,,,,,,,,A41,"Washington, PA",,,,,,,,,,,no,tiger_import_dch_v0.6_20070829,bulk_upload.pl-9702d7df-b17a-458f-82a2-8f4e875412a9,,,,,,,,,,,,,,,,
,,,"[[-80.519008,40.330816],[-80.518910,40.330369],[-80.518790,40.330188],[-80.518632,40.330060],[-80.518478,40.329790],[-80.518323,40.329555],[-80.518220,40.329393],[-80.518153,40.329178],[-80.518159,40.328894],[-80.518272,40.328612],[-80.518421,40.328295],[-80.518644,40.327890],[-80.518663,40.327802],[-80.518648,40.327659],[-80.518599,40.327498],[-80.518514,40.327300],[-80.518413,40.327049],[-80.518362,40.326906],[-80.518192,40.326546],[-80.518107,40.326384],[-80.518073,40.326277],[-80.518095,40.326099],[-80.518153,40.325887],[-80.518174,40.325727],[-80.518091,40.325441],[-80.518076,40.325334],[-80.518062,40.325156],[-80.518049,40.324942],[-80.518036,40.324693],[-80.518040,40.324515],[-80.518028,40.324266],[-80.517979,40.324051],[-80.517963,40.323944],[-80.517931,40.323783],[-80.517848,40.323514],[-80.517729,40.323281],[-80.517625,40.323154],[-80.517503,40.323045]]",,15021305,residential,,,,,,,,,,,,,,,A41,"Washington, PA",,,,,,,,,,,no,tiger_import_dch_v0.6_20070829,bulk_upload.pl-9702d7df-b17a-458f-82a2-8f4e875412a9,,,,,,,,,,,,,,,,
,,,"[[-80.517791,40.330613],[-80.517887,40.330309]]",,15021307,residential,,,,,,,,,,,,,,,A41,"Washington, PA",,,,,,,,,,,no,tiger_import_dch_v0.6_20070829,bulk_upload.pl-9702d7df-b17a-458f-82a2-8f4e875412a9,,,,,,,,,,,,,,,,
,,,"[[-80.517503,40.330341],[-80.517791,40.330613]]",,15021309,residential,,,,,,,,,,,,,,,A41,"Washington, PA",,,,,,,,,,,no,tiger_import_dch_v0.6_20070829,bulk_upload.pl-9702d7df-b17a-458f-82a2-8f4e875412a9,,,,,,,,,,,,,,,,
,,,"[[-80.515887,40.246864],[-80.515807,40.246566],[-80.515167,40.246310],[-80.514575,40.245958],[-80.514047,40.245654],[-80.513471,40.245494]]",,15021413,residential,,,,,,,,,,,,,,,A41,"Washington, PA",,,,,,,,,,,no,tiger_import_dch_v0.6_20070829,bulk_upload.pl-9702d7df-b17a-458f-82a2-8f4e875412a9,,,,,,,,,,,,,,,,
,,,"[[-80.513455,40.280646],[-80.513439,40.280278]]",,15021528,residential,,,,,,,,,,,,,,,A41,"Washington, PA",,,,,,,,,,,no,tiger_import_dch_v0.6_20070829,bulk_upload.pl-9702d7df-b17a-458f-82a2-8f4e875412a9,,,,,,,,,,,,,,,,
,,,"[[-80.519406,40.283771],[-80.519162,40.283759],[-80.518971,40.283737],[-80.518721,40.283715],[-80.518410,40.283662],[-80.517885,40.283588],[-80.517542,40.283549],[-80.517237,40.283521],[-80.517031,40.283569]]",,15021590,tertiary,,,,,,,,,,,,,,,A41,"Washington, PA",,,,,,,,,,,no,tiger_import_dch_v0.6_20070829,bulk_upload.pl-9702d7df-b17a-458f-82a2-8f4e875412a9,,,,,,,,,,,,,,,,
,,,"[[-80.519177,40.117833],[-80.518627,40.117298],[-80.517813,40.117212],[-80.517199,40.117296],[-80.516584,40.117286],[-80.515796,40.117083],[-80.514913,40.116801],[-80.514178,40.116404],[-80.513738,40.115977],[-80.513205,40.115435],[-80.510269,40.112217],[-80.509969,40.111657],[-80.509691,40.111090],[-80.509177,40.110198],[-80.509097,40.110041],[-80.508959,40.109582],[-80.508925,40.109360],[-80.508911,40.108105],[-80.508821,40.107410],[-80.508771,40.106690],[-80.508709,40.106051],[-80.508709,40.105813],[-80.508690,40.105058]]",,15022647,residential,,,,,,,,,North Liberty Road,Liberty Road,,,,,A41,"Washington, PA",Liberty,Liberty,,,N,,,,,,no,,,15376,,,,,15376,,,,,,,,,,
,,,"[[-80.505621,40.095325],[-80.505948,40.095319],[-80.511292,40.094856],[-80.512075,40.094810],[-80.512741,40.094833],[-80.513360,40.094922],[-80.513945,40.095041],[-80.514637,40.095269],[-80.515657,40.095678],[-80.516031,40.095784],[-80.516308,40.095828],[-80.516590,40.095816],[-80.516831,40.095741],[-80.517123,40.095597],[-80.517338,40.095390],[-80.517494,40.095164],[-80.517728,40.094233],[-80.517991,40.093281],[-80.518043,40.092985],[-80.518069,40.092734],[-80.517983,40.092229],[-80.517940,40.092083],[-80.517862,40.091925],[-80.517803,40.091838],[-80.517436,40.091311],[-80.516917,40.090367],[-80.516806,40.090032],[-80.516768,40.089652],[-80.516749,40.088667],[-80.516760,40.088421],[-80.516852,40.088169],[-80.516990,40.087918],[-80.517190,40.087636],[-80.517316,40.087358],[-80.517360,40.087033],[-80.517443,40.086220],[-80.517590,40.085528],[-80.517619,40.085083],[-80.517590,40.084496],[-80.517553,40.084229],[-80.517499,40.084040],[-80.517119,40.083345],[-80.516734,40.082591],[-80.516402,40.081933]]",,15023087,unclassified,,,,,,,,,Greaves Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"[[-80.508002,40.253610],[-80.508166,40.253392],[-80.509089,40.251981],[-80.509265,40.251779],[-80.509600,40.251504],[-80.509786,40.251336],[-80.509954,40.251032],[-80.511305,40.246290],[-80.511407,40.245606],[-80.511551,40.244742],[-80.511839,40.243846],[-80.512191,40.242967],[-80.512463,40.242775],[-80.513023,40.242535],[-80.513791,40.242007],[-80.514463,40.241367],[-80.515279,40.240487],[-80.515391,40.240263],[-80.515503,40.239719],[-80.515503,40.238999],[-80.515583,40.238471],[-80.515983,40.237543],[-80.516191,40.236823],[-80.516207,40.236071],[-80.516207,40.235383],[-80.516319,40.234567],[-80.516399,40.234087],[-80.516463,40.233863],[-80.516927,40.233383],[-80.517535,40.232871],[-80.518095,40.232391],[-80.518447,40.231847],[-80.518911,40.231239],[-80.518879,40.231079]]",,15023673,residential,,,,,,,,,Camp Ground Road,T664,,,,,A41,"Washington, PA",Camp Ground,T664,,,,,,,,,no,,,15312,,,,,15312,,,,,,,,,,
,,,"[[-80.511305,40.246290],[-80.512367,40.245894],[-80.513471,40.245494],[-80.514239,40.245446],[-80.515311,40.245478],[-80.516159,40.245542],[-80.516719,40.245590],[-80.517519,40.245270],[-80.518479,40.244838],[-80.518911,40.244486]]",,15023763,residential,,,,,,,,,Spruce Road,T663,,,,,A41,"Washington, PA",Spruce,T663,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.519024,40.144488],[-80.518720,40.144216],[-80.518272,40.143832],[-80.517888,40.143592],[-80.517200,40.143464],[-80.516511,40.143288],[-80.516111,40.142888],[-80.515807,40.142440],[-80.515119,40.141976],[-80.514943,40.141640],[-80.514495,40.141288],[-80.514095,40.140776],[-80.513663,40.140360],[-80.513391,40.140232],[-80.513055,40.139944],[-80.512751,40.139592],[-80.512511,40.139416],[-80.512095,40.139032],[-80.511615,40.138552],[-80.511215,40.138216],[-80.511039,40.138088],[-80.510543,40.137608],[-80.509999,40.136808],[-80.509263,40.135720],[-80.508991,40.135384],[-80.508879,40.134984],[-80.508703,40.134328],[-80.508495,40.133912],[-80.508143,40.133608],[-80.507887,40.133256],[-80.507832,40.132979],[-80.507807,40.132856],[-80.507599,40.132424],[-80.507183,40.132040],[-80.506575,40.131432],[-80.506047,40.130824],[-80.505663,40.130184],[-80.505423,40.130024],[-80.505295,40.129832],[-80.505295,40.129384],[-80.505135,40.128904],[-80.505087,40.128328],[-80.505455,40.127528],[-80.505759,40.126824],[-80.505807,40.126024],[-80.505615,40.125384],[-80.505279,40.125096],[-80.505087,40.124952],[-80.504271,40.124664],[-80.503855,40.124296],[-80.503759,40.123880],[-80.503759,40.123240],[-80.503686,40.123171]]",,15024024,residential,,,,,,,,,Main Road,T322,,,,,A41,"Washington, PA",Main,T322,,,,,,,,,no,,,15376,,,,,15376,,,,,,,,,,
,,,"[[-80.516395,40.066726],[-80.516142,40.066460],[-80.516288,40.065641],[-80.516800,40.065369],[-80.517248,40.065033],[-80.517200,40.064409],[-80.516256,40.064201],[-80.514720,40.063897],[-80.513888,40.063657],[-80.512671,40.063785],[-80.511775,40.063849],[-80.508415,40.063145],[-80.506591,40.062809],[-80.506271,40.062409],[-80.505999,40.062025],[-80.504079,40.061449],[-80.503519,40.061337],[-80.502879,40.061033]]",,15024037,residential,,,,,,,,,Erskine Road,T324,,,,,A41,"Washington, PA",Erskine,T324,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.512522,40.103889],[-80.511222,40.103962],[-80.510713,40.103973],[-80.508661,40.104070],[-80.506964,40.104135]]",,15024156,residential,,,,,,,,,Church Street,,,,,,A41,"Washington, PA",Church,,,,,,,,,,no,,,15376,,,,,15376,,,,,,,,,,
,,,"[[-80.517992,40.404498],[-80.516929,40.404292],[-80.516334,40.404244],[-80.515710,40.404164],[-80.514574,40.404036],[-80.514318,40.403988],[-80.512942,40.403604],[-80.512238,40.403428],[-80.510830,40.403060],[-80.510382,40.402980],[-80.509646,40.402868],[-80.509198,40.402788],[-80.508110,40.402564],[-80.507230,40.402372],[-80.505678,40.402132],[-80.504350,40.402020],[-80.502830,40.401876],[-80.501934,40.401828],[-80.500030,40.401652],[-80.499790,40.401643],[-80.498529,40.401711],[-80.497422,40.401895],[-80.496443,40.402153],[-80.496251,40.402243],[-80.495902,40.402390],[-80.494444,40.403034],[-80.494226,40.403119],[-80.492723,40.403705],[-80.491508,40.404248],[-80.490120,40.404851],[-80.487570,40.405886],[-80.487185,40.406061]]",,15024479,secondary,,,,,,,,,Steubenville Pike,,,,,,A41,"Washington, PA",Steubenville,,,,,,,,,,no,,,15021,,,,,15021,,,,,,,,,,
,,,"[[-80.519012,40.102568],[-80.518505,40.102718],[-80.517548,40.103203],[-80.516760,40.103540],[-80.516089,40.103684],[-80.515456,40.103719],[-80.515003,40.103704],[-80.514174,40.103615],[-80.513953,40.103634],[-80.513619,40.103738],[-80.513249,40.103890],[-80.511783,40.104607],[-80.511642,40.104641],[-80.511388,40.104720],[-80.510903,40.104796],[-80.509768,40.104968],[-80.509111,40.105048],[-80.508690,40.105058],[-80.507646,40.105079],[-80.507487,40.105057],[-80.507264,40.104967],[-80.506705,40.104353],[-80.506463,40.104067],[-80.506233,40.103894],[-80.504620,40.103451],[-80.504086,40.103356],[-80.502856,40.103179]]",,15024747,tertiary,,,,,,,,,Main Street,,,,,,A41,"Washington, PA",Main:Sr3002,Main,,,,,,,,,no,,,15376,,,,,15376,,,,,,,,,,
,,,"[[-80.519189,40.095609],[-80.518288,40.095828],[-80.512197,40.097300],[-80.510947,40.097592],[-80.510512,40.097707],[-80.510037,40.097845],[-80.509741,40.097938],[-80.509233,40.098121],[-80.508756,40.098298],[-80.508492,40.098409],[-80.508180,40.098548],[-80.507763,40.098746],[-80.507225,40.099016],[-80.506791,40.099263],[-80.506430,40.099472],[-80.506126,40.099663],[-80.505699,40.099956],[-80.505290,40.100264],[-80.504871,40.100607],[-80.504465,40.100973],[-80.503803,40.101593],[-80.503233,40.102117],[-80.502930,40.102374],[-80.502601,40.102633],[-80.502269,40.102878],[-80.501870,40.103152],[-80.501483,40.103400],[-80.501125,40.103613],[-80.500740,40.103825],[-80.500405,40.104002],[-80.499945,40.104223],[-80.499244,40.104535],[-80.496771,40.105598],[-80.494495,40.106594],[-80.494205,40.106735],[-80.493873,40.106905],[-80.493574,40.107085],[-80.493221,40.107319],[-80.492887,40.107571],[-80.492612,40.107810],[-80.492490,40.107919],[-80.492364,40.108040],[-80.492249,40.108165],[-80.492123,40.108307]]",,15024798,motorway,,2.0,,,,,,,,,yes,,I 70,,A15,"Washington, PA",I-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"[[-80.483314,40.211356],[-80.512803,40.201153]]",,15024826,residential,,,,,,,,,Elm Road,,,,,,A41,"Washington, PA",Elm,,,,,,,,,,no,,,15323,,,,,15323,,,,,,,,,,
,,,"[[-80.518862,40.196202],[-80.518701,40.196649],[-80.518205,40.197209],[-80.517613,40.197737],[-80.516893,40.198152],[-80.516237,40.198328],[-80.515693,40.198344],[-80.515053,40.198328],[-80.514541,40.198279],[-80.513709,40.197895],[-80.513150,40.197431],[-80.512686,40.196711],[-80.512318,40.195943],[-80.512175,40.195591],[-80.512127,40.195207],[-80.512143,40.194823],[-80.512175,40.194263],[-80.511903,40.193879],[-80.510959,40.193767],[-80.509871,40.193447],[-80.508655,40.193031],[-80.507759,40.192519],[-80.506671,40.192039],[-80.505375,40.191767],[-80.504879,40.191623],[-80.504287,40.191479],[-80.503391,40.191207],[-80.502943,40.190935],[-80.502799,40.190823],[-80.502399,40.190487],[-80.502047,40.190215],[-80.501567,40.190071],[-80.500750,40.190103],[-80.500318,40.190119],[-80.500078,40.190167],[-80.499790,40.190195],[-80.499557,40.190193],[-80.498210,40.190235],[-80.497842,40.190233],[-80.497253,40.190184],[-80.495948,40.190023],[-80.495560,40.189948],[-80.495178,40.189823],[-80.494612,40.189598],[-80.494232,40.189388],[-80.493269,40.188733],[-80.492759,40.188383],[-80.492450,40.188162],[-80.492280,40.188010]]",,15024870,tertiary,,,,,,,,,Brush Run Road,,,,PA 331,,A31,"Washington, PA",Brush Run,State Route 331,,,,,,,,,no,,,15323,,,,,15323,,,,,,,,,,
,,,"[[-80.505790,40.425092],[-80.505998,40.425220],[-80.506190,40.425316],[-80.506462,40.425460],[-80.506974,40.425636],[-80.507502,40.425812],[-80.508126,40.425940],[-80.508494,40.425908],[-80.508702,40.425844],[-80.509118,40.425748],[-80.509566,40.425716],[-80.510334,40.425732],[-80.510526,40.425859],[-80.511294,40.426467],[-80.511390,40.426659],[-80.511598,40.427139],[-80.511822,40.427395],[-80.512158,40.427571],[-80.512318,40.427843],[-80.512398,40.428003],[-80.512398,40.428387],[-80.512462,40.428531],[-80.512766,40.428659],[-80.513486,40.428883],[-80.514014,40.429091],[-80.514430,40.429347],[-80.514702,40.429603],[-80.514974,40.429939],[-80.515150,40.430371],[-80.515278,40.430771],[-80.515358,40.431091],[-80.515342,40.431347],[-80.515294,40.431555],[-80.515134,40.431891],[-80.515214,40.432899],[-80.515294,40.433059],[-80.515742,40.433187]]",,15024909,residential,,,,,,,,,Clydes Road,T855,,,,,A41,"Washington, PA",Clydes,T855,,,,,,,,,no,,,15021,,,,,15021,,,,,,,,,,
,,,"[[-80.505790,40.425092],[-80.506350,40.425028],[-80.506558,40.424964],[-80.506686,40.424836],[-80.506686,40.424660],[-80.506494,40.424532],[-80.506126,40.424356],[-80.506078,40.424244],[-80.506206,40.424116],[-80.507262,40.423684],[-80.507534,40.423476],[-80.508094,40.423108],[-80.508654,40.422836],[-80.508718,40.422740],[-80.508878,40.422452],[-80.509006,40.422148],[-80.509166,40.422004],[-80.510302,40.421092],[-80.510446,40.420852],[-80.510446,40.420564],[-80.510414,40.420292],[-80.510446,40.419844],[-80.510798,40.418260],[-80.511038,40.417348],[-80.511246,40.416420],[-80.511438,40.416036],[-80.511694,40.415428],[-80.511790,40.414692],[-80.511694,40.414180],[-80.511310,40.413620],[-80.511086,40.413444],[-80.510142,40.413092],[-80.509838,40.412900],[-80.509614,40.412708],[-80.509054,40.412356],[-80.508750,40.412132],[-80.508622,40.411956],[-80.508526,40.411764],[-80.508526,40.411588],[-80.508622,40.411396],[-80.508926,40.411028],[-80.509086,40.410788],[-80.509278,40.410436],[-80.509438,40.410132],[-80.509646,40.409940],[-80.511566,40.409012],[-80.513438,40.408276],[-80.514158,40.407012],[-80.514190,40.406596],[-80.514238,40.405876],[-80.514222,40.405492],[-80.514030,40.405124],[-80.513838,40.405028],[-80.513134,40.404772],[-80.512878,40.404596],[-80.512750,40.404404],[-80.512750,40.404164],[-80.512782,40.404036],[-80.512942,40.403604]]",,15025048,residential,,,,,,,,,Devils Den Road,T346,,,,,A41,"Washington, PA",Devils Den,T346,,,,,,,,,no,,,15021,,,,,15021,,,,,,,,,,
,,,"[[-80.514814,40.405924],[-80.514862,40.404852],[-80.514910,40.404692],[-80.515518,40.404740],[-80.515710,40.404164]]",,15025233,residential,,,,,,,,,Corey Road,,,,,,A41,"Washington, PA",Corey,,,,,,,,,,no,,,15021,,,,,15021,,,,,,,,,,
,,,"[[-80.519100,40.171867],[-80.518688,40.171705],[-80.518081,40.171520],[-80.517814,40.171329],[-80.517359,40.171032],[-80.516863,40.170264],[-80.516399,40.169400],[-80.515519,40.168520],[-80.515295,40.168328],[-80.514815,40.167880],[-80.514286,40.167234],[-80.514159,40.167080],[-80.513487,40.166504],[-80.512831,40.166088],[-80.512047,40.165400],[-80.511359,40.164904],[-80.510799,40.164584],[-80.510063,40.164360],[-80.509023,40.164344],[-80.508127,40.164408],[-80.507615,40.164680],[-80.507199,40.165096],[-80.506431,40.165336],[-80.505615,40.165560],[-80.504607,40.165624],[-80.504175,40.165624]]",,15025431,residential,,,,,,,,,Klages Road,T537,,,,,A41,"Washington, PA",Klages,T537,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.513738,40.115977],[-80.513546,40.116217],[-80.513418,40.116505],[-80.512647,40.118541],[-80.512483,40.118941],[-80.512289,40.119522],[-80.512111,40.119769],[-80.511444,40.120095],[-80.510497,40.120798],[-80.509798,40.121148],[-80.507849,40.121638],[-80.506961,40.121772],[-80.506011,40.121610],[-80.505507,40.121699],[-80.504975,40.122360],[-80.504535,40.122707],[-80.503686,40.123171],[-80.503151,40.123320],[-80.502511,40.123752],[-80.499791,40.124680],[-80.499367,40.124718],[-80.499205,40.125072],[-80.499027,40.125518],[-80.498879,40.126449],[-80.498076,40.128212],[-80.498011,40.128319],[-80.497271,40.129540],[-80.496705,40.130730],[-80.496249,40.132352],[-80.495695,40.134323],[-80.495696,40.135307],[-80.496026,40.137779],[-80.496175,40.137870],[-80.496444,40.138419],[-80.496444,40.139083],[-80.496264,40.139423],[-80.496171,40.139599],[-80.496117,40.139701],[-80.496238,40.141646],[-80.496477,40.142859],[-80.496866,40.144003],[-80.496956,40.144048],[-80.496986,40.144300],[-80.497072,40.144469],[-80.497116,40.144554],[-80.497152,40.144624],[-80.497297,40.144909],[-80.497523,40.145352],[-80.497668,40.145627],[-80.497825,40.145927],[-80.497858,40.145990],[-80.498389,40.147000],[-80.499318,40.147731],[-80.499451,40.147976],[-80.499791,40.148670],[-80.500175,40.149032],[-80.500879,40.149416],[-80.501631,40.149800],[-80.501951,40.150472],[-80.502191,40.151080],[-80.502735,40.151720],[-80.503151,40.152520],[-80.503055,40.153080],[-80.503183,40.153576],[-80.503487,40.154392],[-80.503711,40.155112],[-80.503519,40.156040],[-80.503215,40.156728],[-80.502991,40.157160],[-80.502815,40.157464],[-80.502719,40.157832],[-80.502943,40.158584],[-80.503375,40.159160],[-80.503503,40.159880],[-80.503455,40.160376],[-80.503471,40.160632],[-80.503583,40.161080],[-80.503695,40.161624],[-80.503743,40.162024],[-80.503343,40.162504],[-80.502783,40.162840],[-80.502543,40.163048],[-80.502367,40.163272]]",,15025456,residential,,,,,,,,,Dry Ridge Road,State Route 3003,,,,,A41,"Washington, PA",Dry Ridge,State Route 3003,,,,,,,,,no,,,15376,,,,,15376,,,,,,,,,,
,,,"[[-80.516398,40.403236],[-80.514542,40.402948]]",,15025708,residential,,,,,,,,,Catherine Street,T514,,,,,A41,"Washington, PA",Catherine,T514,,,,,,,,,no,,,15021,,,,,15021,,,,,,,,,,
,,,"[[-80.511222,40.103962],[-80.511364,40.104317],[-80.511642,40.104641]]",,15025821,residential,,,,,,,,,Broad Street,,,,,,A41,"Washington, PA",Broad,,,,,,,,,,no,,,15376,,,,,15376,,,,,,,,,,
,,,"[[-80.516334,40.404244],[-80.516369,40.403693],[-80.516398,40.403236],[-80.516526,40.402292],[-80.516591,40.401412]]",,15025915,residential,,,,,,,,,Beverly Avenue,T501,,,,,A41,"Washington, PA",Beverly,T501,,,,,,,,,no,,,15021,,,,,15021,,,,,,,,,,
,,,"[[-80.517807,40.463477],[-80.517650,40.463552],[-80.517386,40.463717],[-80.516771,40.464139],[-80.516550,40.464238],[-80.515895,40.464444],[-80.515431,40.464665],[-80.515003,40.464868],[-80.514613,40.465024],[-80.514371,40.465159],[-80.514294,40.465234],[-80.514258,40.465364],[-80.514130,40.466691],[-80.514160,40.466762],[-80.514266,40.466898],[-80.514283,40.466958],[-80.514253,40.468018],[-80.514167,40.469058],[-80.514050,40.469288],[-80.514029,40.469518],[-80.514017,40.470563],[-80.514030,40.470954],[-80.513980,40.471456],[-80.513966,40.471954],[-80.513951,40.472058],[-80.513808,40.472434],[-80.513307,40.473290],[-80.513153,40.473499]]",,15025981,unclassified,,,,,,,,,Purdy Road,,,,,,A41,"Washington, PA",Purdy,,,,,,,,,,no,,,15021,,,,,15021,,,,,,,,,,
,,,"[[-80.511630,40.391524],[-80.515235,40.390920]]",,15026365,residential,,,,,,,,,Crain Drive,,,,,,A41,"Washington, PA",Crain,,,,,,,,,,no,,,15021,,,,,15021,,,,,,,,,,
,,,"[[-80.511038,40.417348],[-80.514580,40.416819]]",,15026475,residential,,,,,,,,,Pleasant View Street,,,,,,A41,"Washington, PA",Pleasant View,,,,,,,,,,no,,,15021,,,,,15021,,,,,,,,,,
,,,"[[-80.515151,40.365220],[-80.515087,40.365284],[-80.514287,40.365188],[-80.513230,40.365108],[-80.512702,40.365108],[-80.512382,40.365140],[-80.511950,40.365188],[-80.511342,40.365348],[-80.510878,40.365444],[-80.510430,40.365636],[-80.510030,40.365748],[-80.509888,40.365803],[-80.509621,40.365899]]",,15026619,residential,,,,,,,,,Crisswell Road,,,,,,A41,"Washington, PA",Crisswell,,,,,,,,,,no,,,15021,,,,,15021,,,,,,,,,,
,,,"[[-80.515431,40.464665],[-80.515397,40.464576],[-80.515339,40.464495],[-80.515236,40.464399],[-80.515187,40.464328],[-80.515061,40.464069],[-80.514847,40.463515],[-80.514694,40.463206],[-80.514454,40.462819],[-80.514345,40.462682],[-80.514169,40.462503],[-80.513887,40.462276],[-80.513569,40.462078],[-80.512503,40.461596],[-80.512132,40.461380],[-80.511820,40.461241],[-80.511698,40.461215],[-80.511581,40.461208],[-80.511299,40.461218],[-80.510932,40.461277],[-80.510536,40.461323],[-80.509170,40.461558],[-80.508545,40.461653],[-80.508051,40.461699],[-80.507798,40.461678],[-80.506405,40.461418],[-80.506143,40.461323],[-80.506045,40.461260],[-80.505922,40.461141],[-80.505722,40.460881],[-80.505377,40.460378],[-80.505173,40.460130],[-80.504529,40.459590],[-80.504103,40.459200],[-80.503893,40.458984],[-80.503522,40.458509],[-80.503387,40.458386],[-80.503144,40.458236],[-80.502462,40.457943],[-80.502303,40.457837],[-80.501970,40.457551],[-80.501609,40.457289],[-80.500653,40.456728],[-80.498782,40.455549],[-80.498472,40.455404],[-80.498171,40.455303],[-80.497761,40.455202],[-80.497556,40.455170],[-80.497383,40.455167],[-80.497256,40.455207],[-80.497189,40.455255],[-80.497097,40.455387],[-80.496825,40.455930],[-80.496389,40.456916],[-80.496345,40.457072],[-80.496334,40.457384],[-80.496365,40.457862],[-80.496333,40.457918],[-80.496291,40.457944],[-80.496143,40.457971],[-80.496053,40.457957],[-80.495743,40.457830],[-80.495622,40.457798],[-80.495520,40.457792],[-80.495420,40.457811],[-80.495248,40.457868],[-80.494989,40.458033],[-80.494897,40.458113],[-80.494747,40.458326],[-80.494645,40.458434],[-80.494452,40.458551],[-80.494287,40.458617],[-80.493752,40.458773],[-80.493063,40.459057],[-80.492472,40.459196],[-80.491849,40.459383],[-80.490672,40.459781],[-80.490461,40.459836]]",,15026695,unclassified,,,,,,,,,Aunt Clara Road,,,,,,A41,"Washington, PA",Aunt Clara,,,,,,,,,,no,,,15021,26062.0,,,,15021,,,,,,,,,,
,,,"[[-80.518627,40.065644],[-80.518408,40.065751],[-80.516395,40.066726],[-80.514112,40.067625],[-80.513232,40.067881],[-80.512111,40.068025],[-80.510895,40.068105],[-80.509216,40.068297],[-80.508560,40.068237],[-80.507989,40.068076],[-80.507398,40.067740],[-80.507086,40.067622],[-80.506813,40.067686]]",,15027521,residential,,,,,,,,,Middle Creek Road,Sr3018,,,,,A41,"Washington, PA",Middle Creek,Sr3018,,,,,,,,,no,,,15376,,,,,15376,,,,,,,,,,
,,,"[[-80.517039,40.104682],[-80.517123,40.104837],[-80.517059,40.104997],[-80.516843,40.105181],[-80.516625,40.105370],[-80.516757,40.105423],[-80.516931,40.105369],[-80.517150,40.105369],[-80.517281,40.105450],[-80.517426,40.105617]]",,15027730,residential,,,,,,,,,Depot Lane,,,,,,A41,"Washington, PA",Depot,,,,,,,,,,no,,,15376,,,,,15376,,,,,,,,,,
